Layer,Name,GEOID,Population,CZA_2023,CZB_2023,CZD_2023,CZH_2023,CZL_2023,CZM_2023,CZO_2023,CZP_2023,CZR_2023,CZS_2023,CZT_2023,CZU_2012-2016,CZV_2023,SVI_2022,CAR_2018-2022,CHAOVXP_2018-2022,EKR_2022,EKW_2022,EVC_2018,EVF_2018,EVR_2018,HTJ_2018-2022,HUO_2018-2022,RBS_2018-2022,RBU_2018-2022,TRF_2020,TRV_2018-2022,VAC_2018-2022,CHAIXYP_2023,PMC_2020,FAI_2022,LFA_2019,WWW_2018-2022
,,,,"Aggravated assault/battery (crimes), 2023","Burglary (crimes), 2023","Drug abuse (crimes), 2023","Homicide (crimes), 2023","Larceny (theft) (crimes), 2023","Major crime (crimes), 2023","Arson (crimes), 2023","Property crime (crimes), 2023","Robbery (crimes), 2023","Criminal sexual assault (crimes), 2023","Motor vehicle theft (crimes), 2023","Public crime (crimes), 2012-2016","Violent crime (crimes), 2023","Social Vulnerability Index (percentile), 2022","Drive alone to work (% of workers 16 years and older), 2018-2022","Households (count of households), 2018-2022","Proximity to roads, railways, and airports index, 2022","Walkability Index, 2022","Evictions (evictions), 2018","Eviction filing rate (filings per 100 renter-occupied households), 2018","Eviction rate (% of renter-occupied households), 2018","Crowded housing (% of occupied housing units), 2018-2022","Owner occupied (% of occupied housing units), 2018-2022","Severely rent-burdened (% of renter-occupied housing units), 2018-2022","Rent-burdened (% of renter-occupied housing units), 2018-2022","Traffic intensity (distance-weighted vehicles), 2020","Mean travel time to work (minutes), 2018-2022","Vacant (% of housing units), 2018-2022","Chicago Environmental Justice Index (score), 2023","Particulate matter (PM 2.5) concentration (µg/m3), 2020","Food insecurity (% of residents), 2022","Low food access (% of residents), 2019","Internet access (% of households), 2018-2022"
Census tract,Tract 1902,17031190200,5652,12.0,14.0,5.0,0.0,60.0,137.0,1.0,106.0,16.0,3.0,31.0,45.0,31.0,85.78,69.36376210235132,1599.0,37.0,14.13,5.0,2.57,0.71,7.004377736085053,56.9731081926204,15.843023255813954,40.843023255813954,167.896048786235,36.9,6.654991243432574,55.25,9.148591530054652,14.8,0.0,85.74108818011257
Census tract,Tract 1903,17031190300,5738,26.0,6.0,4.0,0.0,42.0,123.0,2.0,82.0,12.0,3.0,32.0,51.0,41.0,63.580000000000005,72.32749374329639,2008.0,20.0,15.0,3.0,2.15,0.32,1.743027888446215,50.69721115537848,34.84848484848485,44.24242424242424,128.23548665772043,39.7,6.430568499534017,30.21,9.155390163934428,13.5,0.0,81.02589641434263
Census tract,Tract 1904.01,17031190401,4325,7.0,8.0,2.0,0.0,41.0,88.0,2.0,76.0,4.0,1.0,25.0,39.0,12.0,69.35,64.73988439306359,1278.0,37.0,16.33,1.0,2.19,0.24,4.147104851330203,78.48200312989046,12.0,53.45454545454545,73.89814409982195,36.1,5.89101620029455,35.9,9.178927869,10.6,0.0,95.8528951486698
Census tract,Tract 1904.02,17031190402,5294,24.0,12.0,3.0,0.0,81.0,188.0,1.0,149.0,12.0,3.0,55.0,53.0,39.0,71.3,63.987514631291454,1783.0,19.0,15.58,4.0,1.06,0.53,3.365114974761638,47.78463264161525,18.474758324382385,58.00214822771213,123.09058686210048,40.1,6.844305120167189,30.09,9.174193169,13.2,0.0,75.99551318003364
Census tract,Tract 1906.01,17031190601,4382,9.0,4.0,4.0,1.0,25.0,68.0,0.0,51.0,4.0,3.0,22.0,37.0,17.0,65.4,58.80597014925373,998.0,37.0,14.439999999999998,2.0,2.4,0.44,10.521042084168336,69.2384769539078,29.967426710097723,44.62540716612378,59.80925004492926,34.2,13.292788879235449,50.82,9.211013934,11.7,0.0,83.86773547094188
Census tract,Tract 1906.02,17031190602,5378,16.0,5.0,3.0,1.0,31.0,96.0,1.0,67.0,10.0,2.0,30.0,40.0,29.0,83.36,62.21858370855505,1587.0,32.0,14.0,0.0,2.02,0.0,11.657214870825456,65.72148708254568,20.955882352941178,47.61029411764706,162.8319638098773,40.4,4.627403846153847,42.73,9.202998361,12.3,0.0,76.3074984247007
Census tract,Tract 1907.01,17031190701,2972,7.0,7.0,4.0,1.0,24.0,87.0,1.0,69.0,9.0,1.0,37.0,32.0,18.0,79.43,68.71416871416871,866.0,31.0,12.58,8.0,3.12,1.66,4.387990762124711,45.72748267898383,19.78723404255319,50.212765957446805,107.4700956244482,38.9,12.34817813765182,34.64,9.176132514,10.9,0.0,89.26096997690532
Census tract,Tract 1907.02,17031190702,4952,9.0,4.0,1.0,2.0,25.0,92.0,0.0,67.0,11.0,3.0,38.0,50.0,25.0,88.48,62.82296650717704,1505.0,37.0,14.06,10.0,1.9,1.05,16.47840531561462,46.245847176079735,31.520395550061803,58.838071693448704,236.32903502494344,37.8,2.272727272727273,48.93,9.195606557377047,17.7,0.0,84.38538205980066
Census tract,Tract 1908,17031190800,6831,10.0,5.0,2.0,1.0,62.0,145.0,1.0,111.0,22.0,1.0,43.0,44.0,34.0,91.16,70.53834808259587,1974.0,37.0,14.23,9.0,1.93,0.83,10.688956433637284,40.83080040526849,46.06164383561644,64.04109589041096,175.3743104249817,39.7,7.800093414292386,63.21,9.176765574,17.299999999999997,0.0,89.00709219858156
Census tract,Tract 1909,17031190900,1927,12.0,9.0,5.0,0.0,30.0,79.0,0.0,52.0,14.0,1.0,13.0,30.0,27.0,85.54,56.04395604395605,616.0,37.0,14.5,2.0,1.21,0.48,3.2467532467532463,45.94155844155844,31.53153153153153,44.14414414414414,344.1482945,38.6,8.333333333333332,65.61,9.165136339,15.2,0.0,75.64935064935064
Census tract,Tract 1910,17031191000,2422,3.0,3.0,1.0,1.0,12.0,42.0,2.0,31.0,7.0,0.0,14.0,30.0,11.0,71.96000000000001,62.16216216216216,766.0,37.0,16.42,2.0,2.35,0.78,8.485639686684072,58.87728459530026,48.57142857142857,65.71428571428571,306.63003698418663,37.1,4.010025062656641,77.24,9.198414208,10.6,0.0,92.2976501305483
Census tract,Tract 1911,17031191100,7533,32.0,8.0,9.0,1.0,98.0,257.0,2.0,153.0,69.0,2.0,45.0,87.0,104.0,80.44,71.84388689765034,1950.0,37.0,15.36,7.0,2.14,0.71,5.948717948717949,37.74358974358975,37.89126853377265,63.01482701812191,179.73861273522635,37.2,6.787762906309751,75.6,9.207293715846992,18.6,0.0,88.66666666666667
Census tract,Tract 1912,17031191200,3810,15.0,3.0,12.0,0.0,39.0,100.0,0.0,72.0,11.0,2.0,30.0,49.0,28.0,83.89999999999999,64.52702702702703,1099.0,37.0,16.0,4.0,2.22,0.74,5.550500454959054,46.95177434030937,14.23670668953688,37.735849056603776,92.15525167775328,40.7,4.017467248908297,69.28,9.222223224,16.900000000000002,0.0,88.62602365787079
Census tract,Tract 1913.01,17031191301,5214,10.0,4.0,2.0,1.0,32.0,78.0,1.0,60.0,6.0,1.0,23.0,59.0,18.0,87.68,63.48697394789578,1617.0,37.0,14.56,0.0,1.57,0.0,5.009276437847866,50.03092145949288,35.89108910891089,54.08415841584159,139.5930465512524,46.1,3.0575539568345325,61.44,9.238634973,11.4,0.0,71.42857142857143
Census tract,Tract 1913.02,17031191302,4940,18.0,8.0,1.0,0.0,84.0,152.0,0.0,115.0,17.0,2.0,23.0,70.0,37.0,89.57000000000001,62.66730401529637,1207.0,37.0,15.42,0.0,1.82,0.0,11.681855840927922,52.19552609776304,27.55632582322357,65.68457538994801,208.9654281865587,33.2,7.509578544061303,69.15,9.226829781,12.6,0.0,86.08119304059652
Census tract,Tract 2001,17031200100,4118,11.0,4.0,2.0,0.0,48.0,125.0,1.0,96.0,13.0,5.0,43.0,34.0,29.0,77.81,57.47380033094319,1298.0,48.0,14.22,3.0,1.56,0.47,8.551617873651772,58.39753466872111,20.37037037037037,46.11111111111112,59.99618092399952,34.8,9.86111111111111,58.28,9.123348907,14.3,0.0,90.6009244992296
Census tract,Tract 2002,17031200200,5162,16.0,5.0,2.0,0.0,37.0,116.0,2.0,88.0,9.0,3.0,44.0,58.0,28.0,83.28,69.28221132411949,1638.0,37.0,13.92,3.0,1.54,0.36,4.884004884004884,53.6019536019536,16.447368421052634,42.63157894736842,114.53730052597056,37.0,5.153445280833816,72.06,9.146989891,13.8,0.0,89.37728937728939
Census tract,Tract 2003,17031200300,2015,10.0,5.0,1.0,0.0,21.0,81.0,0.0,59.0,12.0,0.0,33.0,14.0,22.0,68.82000000000001,67.2886937431394,693.0,37.0,14.17,1.0,2.21,0.36999999999999994,1.5873015873015872,38.23953823953824,25.70093457943925,43.22429906542056,297.10047671612904,36.6,5.198358413132695,56.64,9.167169672,15.3,0.0,88.45598845598846
Census tract,Tract 2004.01,17031200401,3743,11.0,4.0,0.0,0.0,29.0,77.0,1.0,50.0,14.0,2.0,16.0,51.0,27.0,84.72,60.33940917661848,957.0,37.0,13.25,3.0,1.29,0.55,9.299895506792058,44.30512016718913,29.45590994371482,50.469043151969984,47.79060749229762,33.4,6.725146198830409,60.56,9.183547814,15.3,0.0,80.56426332288402
Census tract,Tract 2004.02,17031200402,4192,8.0,0.0,0.0,1.0,27.0,92.0,0.0,59.0,24.0,0.0,32.0,41.0,33.0,71.12,66.10894941634241,1319.0,37.0,13.56,5.0,2.17,0.83,10.310841546626232,44.200151630022745,6.25,32.744565217391305,161.72831355803913,34.5,6.187766714082503,53.48,9.17473306,13.1,0.0,89.38589840788475
Census tract,Tract 2101,17031210100,4066,7.0,7.0,4.0,0.0,115.0,160.0,0.0,148.0,5.0,0.0,26.0,23.0,12.0,27.99,45.586671393123005,1714.0,78.0,17.22,4.0,1.1099999999999999,0.49,0.4084014002333722,51.80863477246208,10.653753026634384,30.99273607748184,1156.7339201845302,35.8,5.875892366831411,39.19,9.029532514,8.4,0.0,94.69078179696616
Census tract,Tract 2104,17031210400,2912,8.0,8.0,4.0,0.0,40.0,80.0,0.0,62.0,8.0,2.0,14.0,12.0,18.0,95.05,53.826311263972485,856.0,73.0,13.750000000000002,4.0,1.22,0.7000000000000001,1.2850467289719625,37.149532710280376,40.70631970260223,60.594795539033456,239.6150745706044,37.4,18.3206106870229,82.93,9.107939617,23.3,0.0,89.60280373831776
Census tract,Tract 2105.01,17031210501,3555,7.0,8.0,4.0,0.0,56.0,119.0,0.0,91.0,21.0,0.0,27.0,47.0,28.0,72.56,44.59386767079075,1450.0,78.0,17.25,6.0,1.97,0.66,1.9310344827586208,30.41379310344828,23.88503468780971,45.68880079286422,346.60219146047825,35.6,10.988336402701044,66.37,9.091885246,17.1,0.0,86.82758620689656
Census tract,Tract 2105.02,17031210502,4099,9.0,0.0,1.0,0.0,36.0,90.0,0.0,71.0,9.0,1.0,35.0,43.0,19.0,53.63,49.96339677891655,1528.0,78.0,15.11,4.0,1.56,0.39,1.112565445026178,33.90052356020942,4.752475247524752,31.386138613861387,108.9638343333691,35.3,12.082853855005752,52.59,9.106431967,13.7,0.0,92.40837696335078
Census tract,Tract 2106.01,17031210601,2717,2.0,0.0,0.0,0.0,19.0,37.0,0.0,32.0,3.0,0.0,13.0,32.0,5.0,58.56,41.92650334075724,1110.0,78.0,13.67,0.0,0.72,0.0,2.072072072072072,49.27927927927928,13.854351687388988,36.234458259325045,2224.266273112624,37.8,5.772495755517826,40.2,9.075936065573773,14.9,0.0,93.24324324324324
Census tract,Tract 2106.02,17031210602,4148,13.0,11.0,0.0,0.0,65.0,139.0,0.0,103.0,19.0,4.0,27.0,40.0,36.0,54.93,43.57195032870709,1643.0,78.0,15.06,2.0,1.1,0.22,3.2866707242848445,38.161898965307365,13.188976377952756,30.80708661417323,121.90154368369332,33.9,9.625962596259626,35.02,9.083522404371593,11.8,0.0,88.67924528301887
Census tract,Tract 2107,17031210700,3907,2.0,10.0,1.0,0.0,23.0,59.0,0.0,45.0,11.0,1.0,12.0,37.0,14.0,35.74,48.10858923008456,1470.0,78.0,14.0,1.0,0.68,0.11,1.9727891156462585,41.29251700680272,8.574739281575898,37.42757821552723,4652.176326788072,32.5,7.079646017699115,50.32,9.061669945,11.2,0.0,94.96598639455782
Census tract,Tract 2108,17031210800,986,3.0,1.0,1.0,0.0,20.0,35.0,2.0,31.0,1.0,0.0,8.0,7.0,4.0,42.43,49.465240641711226,440.0,78.0,18.0,2.0,0.8100000000000002,0.8100000000000002,0.0,39.54545454545455,27.06766917293233,42.10526315789473,3894.703669,36.1,6.382978723404255,50.06,9.058109563,12.5,0.0,96.5909090909091
Census tract,Tract 2109,17031210900,3170,2.0,5.0,0.0,1.0,29.0,56.0,0.0,49.0,4.0,0.0,15.0,12.0,7.0,28.56,40.028422548555184,1487.0,78.0,16.08,2.0,0.64,0.32,1.4122394082044385,58.50706119704102,12.80388978930308,22.85251215559157,1336.0817729684543,33.0,3.7540453074433655,47.03,9.043299727,12.9,0.0,91.25756556825824
Census tract,Tract 2203,17031220300,2207,2.0,4.0,0.0,0.0,25.0,46.0,0.0,39.0,4.0,1.0,10.0,9.0,7.0,19.41,42.55024255024255,897.0,78.0,14.67,0.0,0.45,0.0,0.4459308807134894,40.91415830546266,10.18867924528302,32.264150943396224,1642.7252785425464,31.6,12.658227848101266,18.58,9.076637705,9.7,0.0,99.2196209587514
Census tract,Tract 2204,17031220400,2579,5.0,6.0,0.0,0.0,77.0,118.0,0.0,100.0,12.0,1.0,17.0,25.0,18.0,27.27,31.44853875476493,1199.0,78.0,16.0,0.0,0.33,0.0,0.5838198498748958,42.95246038365305,8.625730994152047,54.38596491228071,744.0646118464518,28.6,6.108065779169929,20.73,9.086661749,11.6,0.0,94.4954128440367
Census tract,Tract 2205,17031220500,2751,6.0,10.0,2.0,0.0,160.0,209.0,0.0,190.0,13.0,0.0,20.0,26.191943108,19.0,23.57,32.04205866076369,1331.0,78.00000000000001,16.216880241757277,0.011307953999999999,0.14314948354341586,0.0011522500768594505,0.0,41.02178812922615,13.248407643312104,34.394904458598724,350.4432567413304,29.9,8.333333333333332,23.77,9.094339891,13.5,0.0,98.72276483846731
Census tract,Tract 2206.01,17031220601,1635,4.0,8.0,3.0,1.0,29.0,71.0,0.0,48.0,17.0,1.0,11.0,14.0,23.0,11.35,27.06002034587996,738.0,73.0,15.0,0.0,0.22,0.0,0.8130081300813009,43.766937669376695,17.349397590361445,25.783132530120483,240.048415849052,36.1,6.106870229007633,6.07,9.119207104,7.5,0.0,93.76693766937667
Census tract,Tract 2206.02,17031220602,4877,9.0,6.0,1.0,0.0,91.0,158.0,1.0,128.0,19.0,2.0,30.0,53.808056892,30.0,60.440000000000005,24.497535077739855,2587.0,78.0,15.77,2.9886920459999997,0.55,0.15,5.875531503672208,19.984538074990336,18.647342995169083,31.35265700483092,76.2018981097765,39.6,9.004572634540978,24.91,9.109087432,15.0,0.0,94.93621955933511
Census tract,Tract 2207.01,17031220701,2920,9.0,8.0,2.0,1.0,37.0,90.0,0.0,69.0,10.0,1.0,24.0,20.0,21.0,66.07,38.8295165394402,1167.0,50.0,13.06,3.0,1.37,0.52,3.2562125107112254,29.391602399314483,14.805825242718443,49.63592233009709,220.9382549003082,39.2,6.114239742558326,38.94,9.127035792,15.0,0.0,90.40274207369325
Census tract,Tract 2207.02,17031220702,3653,11.0,6.0,5.0,0.0,65.0,129.0,0.0,105.0,12.0,1.0,34.0,34.0,24.0,59.96,42.58196721311475,1645.0,62.0,14.92,6.0,2.14,0.64,2.188449848024316,35.56231003039514,26.0377358490566,39.24528301886793,125.88511877583906,35.0,3.2352941176470598,43.99,9.121472404,14.099999999999998,0.0,92.34042553191487
Census tract,Tract 2209.01,17031220901,2903,5.0,6.0,0.0,0.0,23.0,66.0,0.0,51.0,7.0,3.0,22.0,40.0,15.0,81.53,42.30995875073659,1077.0,37.0,13.61,3.0,1.43,0.48,4.36397400185701,34.63324048282266,23.863636363636363,54.54545454545454,66.92405465601792,28.9,8.883248730964468,44.88,9.162489344,15.4,0.0,86.0724233983287
Census tract,Tract 2209.02,17031220902,2959,8.0,6.0,1.0,0.0,33.0,87.0,0.0,65.0,13.0,1.0,26.0,34.0,22.0,66.9,52.89105295191723,994.0,37.0,15.0,0.0,0.71,0.0,4.124748490945674,41.649899396378274,16.379310344827587,39.6551724137931,224.7874109131464,35.2,11.487088156723065,40.33,9.13853388,13.900000000000002,0.0,90.84507042253522
Census tract,Tract 2210,17031221000,2432,13.0,7.0,1.0,0.0,31.0,88.0,0.0,60.0,15.0,0.0,22.0,33.0,28.0,46.58,50.2130249543518,1079.0,47.0,13.58,1.0,0.72,0.14,0.0,26.69138090824838,11.883691529709228,33.501896333754736,76.5443402514967,40.1,8.868243243243242,28.95,9.138445081967213,15.1,0.0,94.53197405004634
Census tract,Tract 2211,17031221100,4440,3.0,9.0,0.0,1.0,44.0,114.0,0.0,89.0,21.0,0.0,36.0,37.0,25.0,70.94,34.34782608695652,1979.0,58.0,14.89,4.0,0.91,0.3,1.7685699848408287,33.85548256695301,16.27196333078686,37.4331550802139,135.5015256611464,39.0,10.371376811594205,33.38,9.134244808743167,14.8,0.0,92.92572006063668
Census tract,Tract 2212,17031221200,2954,9.0,10.0,0.0,0.0,69.0,130.0,0.0,99.0,22.0,0.0,20.0,18.0,31.0,33.86,29.829242262540024,1250.0,70.0,17.08,1.0,0.52,0.13,0.48,42.08,27.20994475138121,38.12154696132597,180.05007257298575,34.3,7.270029673590504,9.23,9.122135519,10.5,0.0,90.16
Census tract,Tract 2213,17031221300,3062,10.0,8.0,2.0,0.0,106.0,167.0,0.0,139.0,17.0,1.0,25.0,19.0,28.0,59.84,41.75013178703216,1460.0,78.0,17.28,0.0,0.21,0.0,2.5342465753424657,25.068493150684933,21.29798903107861,42.59597806215722,130.3062075883475,31.6,10.319410319410318,26.3,9.113448361,16.6,0.0,81.23287671232877
Census tract,Tract 2214,17031221400,3385,7.0,8.0,2.0,0.0,161.0,219.0,0.0,188.0,24.0,0.0,19.0,20.0,31.0,41.27,23.316536875858908,1515.0,78.0,17.06,0.0,0.34,0.0,1.188118811881188,32.67326732673268,18.529411764705884,42.84313725490196,145.73398227282422,30.3,10.355029585798816,15.93,9.098961475,10.3,0.0,96.63366336633663
Census tract,Tract 2215,17031221500,2909,7.0,8.0,1.0,0.0,38.0,101.0,0.0,74.0,19.0,1.0,28.0,20.0,27.0,55.99,28.447701532311797,1344.0,78.0,16.75,2.0,0.5,0.2,1.711309523809524,32.142857142857146,16.447368421052634,42.43421052631579,785.5937350609488,29.3,17.74785801713586,38.81,9.100082786885253,13.8,0.0,86.01190476190477
Census tract,Tract 2216,17031221600,3159,4.0,10.0,0.0,0.0,59.0,106.0,0.0,91.0,11.0,0.0,22.0,2.004263583,15.0,11.24,32.35294117647059,1423.0,78.0,15.080590446107566,1.000333688,0.43995063850193405,0.14998237089354788,0.7730147575544624,50.24595924104006,8.050847457627118,26.55367231638418,1417.5930584083571,32.3,10.277427490542244,11.13,9.082819945,8.9,0.0,99.43780744905128
Census tract,Tract 2222,17031222200,2156,4.0,10.0,1.0,0.0,46.0,80.0,0.0,66.0,10.0,0.0,10.0,8.0,14.0,10.33,30.27692307692308,1001.0,78.0,17.33,2.0,0.42,0.42,0.0,47.35264735264735,1.7077798861480076,28.27324478178368,273.6408637716141,33.5,4.393505253104107,1.39,9.109152459016387,7.399999999999999,0.0,100.0
Census tract,Tract 2225,17031222500,1415,0.0,5.0,1.0,0.0,20.0,50.0,0.0,43.0,5.0,2.0,18.0,28.270828932,7.0,14.02,44.0552016985138,563.0,57.69693020438668,15.821018962376149,0.025102258,1.69,0.56,0.0,49.91119005328597,5.319148936170213,22.34042553191489,27.69269797,30.2,12.305295950155765,13.27,9.141373224,9.5,0.0,94.84902309058614
Census tract,Tract 2226,17031222600,1599,4.0,3.0,2.0,0.0,21.0,47.0,0.0,34.0,8.0,1.0,10.0,13.0,13.0,47.75,36.04436229205176,767.0,37.0,16.0,2.0,1.01,0.4,3.780964797913951,38.983050847457626,19.871794871794872,31.837606837606835,103.5749412,35.5,7.478890229191798,21.11,9.14363224,11.5,0.0,98.69621903520208
Census tract,Tract 2227,17031222700,2082,1.0,4.0,1.0,0.0,28.0,67.0,0.0,53.0,13.0,0.0,21.0,25.0,14.0,84.87,38.69303525365434,812.0,37.0,14.83,6.0,1.44,0.96,2.2167487684729066,36.57635467980296,13.592233009708735,32.23300970873787,74.83521837730545,35.6,6.559263521288838,37.55,9.15307623,14.4,0.0,93.10344827586206
Census tract,Tract 2228,17031222800,960,2.0,2.0,0.0,0.0,15.0,35.0,0.0,26.0,6.0,1.0,9.0,9.0,9.0,72.99,65.37753222836096,452.0,37.0,13.83,2.0,1.94,0.78,1.7699115044247788,17.699115044247787,23.118279569892472,39.247311827956985,28.83465946,33.5,5.042016806722689,35.65,9.167254372,20.7,0.0,97.34513274336284
Census tract,Tract 2229,17031222900,1089,8.0,1.0,1.0,0.0,30.0,70.0,1.0,50.0,12.0,0.0,18.0,14.0,20.0,51.7,50.7168458781362,375.0,37.0,16.33,2.0,3.27,1.31,6.133333333333333,42.66666666666667,8.372093023255815,38.604651162790695,37.81191293,22.1,14.772727272727272,42.1,9.167156557,10.7,0.0,89.33333333333333
Census tract,Tract 2301,17031230100,1504,4.0,4.0,6.0,0.0,22.0,44.0,0.0,35.0,5.0,0.0,9.0,23.0,9.0,62.91,37.8755364806867,624.0,37.0,14.33,0.0,0.23,0.0,5.288461538461538,46.63461538461539,21.62162162162162,43.24324324324324,257.1674702,32.3,12.236286919831224,35.15,9.154625683060107,15.7,0.0,94.23076923076924
Census tract,Tract 2302,17031230200,1834,8.0,6.0,5.0,0.0,49.0,110.0,0.0,85.0,17.0,0.0,30.0,33.0,25.0,62.95,56.18408437200384,680.0,37.0,16.33,1.0,0.48,0.24,2.647058823529412,40.14705882352941,24.07862407862408,38.82063882063882,232.7895135,30.7,7.734056987788331,42.23,9.176824044,10.6,0.0,92.5
Census tract,Tract 2303,17031230300,956,11.0,0.0,1.0,0.0,20.0,52.0,0.0,31.0,10.0,0.0,11.0,16.0,21.0,68.66,72.15189873417721,252.0,37.0,11.83,0.0,1.69,0.0,6.746031746031746,39.285714285714285,13.071895424836605,48.36601307189542,112.6814568,30.5,10.954063604240282,49.05,9.184972131,12.0,0.0,88.09523809523809
Census tract,Tract 2304,17031230400,2235,5.0,1.0,1.0,2.0,13.0,52.0,0.0,37.0,8.0,0.0,23.0,27.01441599982701,15.0,74.37,81.39255702280911,739.0,37.0,14.67005325711995,3.001283623,1.780364798738375,0.8900735728547984,9.201623815967524,61.97564276048715,30.2491103202847,64.41281138790036,264.72829925194634,31.7,4.89060489060489,65.49,9.192778415,16.900000000000002,0.0,81.32611637347767
Census tract,Tract 2305,17031230500,3419,12.0,3.0,1.0,1.0,63.0,144.0,0.0,99.0,30.0,2.0,33.0,86.589403889,45.0,94.19,45.0,1258.0,36.99999999999999,14.586902719398063,4.032871046,0.8474659862349316,0.48152812583755916,6.677265500794912,24.24483306836248,41.34312696747114,57.817418677859386,313.92239143059373,36.9,6.814814814814815,92.04,9.212945902,21.4,0.0,81.79650238473768
Census tract,Tract 2306,17031230600,6817,59.0,27.0,17.0,0.0,124.0,405.0,3.0,228.0,109.0,9.0,74.0,152.410596111,177.0,94.95,61.42935079105292,2037.0,37.0,15.44,12.967128954,2.55,0.83,15.022091310751104,30.78055964653903,26.45390070921986,47.304964539007095,160.91119604990465,36.9,4.050871408384362,87.86,9.231059016,17.1,0.0,87.72704958271969
Census tract,Tract 2307,17031230700,6218,31.0,18.0,17.0,2.0,52.0,202.0,2.0,133.0,34.0,2.0,61.0,169.98558400017296,69.0,97.03,57.14936247723132,2005.0,37.0,14.88,10.998716377000001,2.97,1.13,2.1945137157107237,44.438902743142144,38.42010771992819,59.964093357271096,193.9170375387021,36.8,3.55940355940356,89.76,9.214019672131148,28.6,0.0,74.1645885286783
Census tract,Tract 2308,17031230800,1234,2.0,0.0,1.0,0.0,12.0,35.0,0.0,26.0,7.0,0.0,14.0,18.0,9.0,81.75,62.97071129707113,362.0,37.0,13.17,1.0,0.74,0.74,4.143646408839778,68.50828729281768,39.47368421052632,59.64912280701754,98.63025376,34.4,6.459948320413436,52.97,9.201274044,15.8,0.0,93.37016574585635
Census tract,Tract 2309,17031230900,5044,16.0,5.0,3.0,0.0,70.0,155.0,0.0,123.0,14.0,2.0,48.0,110.0,32.0,73.87,59.77134690961058,2024.0,37.0,12.5,8.0,2.21,0.71,1.7292490118577075,37.79644268774703,34.233518665607626,50.27799841143765,159.2358706860706,37.9,8.041799182189914,52.47,9.193057377,16.8,0.0,92.14426877470356
Census tract,Tract 2311,17031231100,1214,7.0,6.0,20.0,0.0,13.0,52.0,0.0,31.0,13.0,1.0,12.0,32.0,21.0,87.19,42.20588235294117,418.0,37.0,13.0,0.0,2.5599999999999996,0.0,4.784688995215311,60.28708133971292,28.915662650602407,57.831325301204814,59.96143506,28.4,9.327548806941431,66.5,9.231301912568307,11.9,0.0,79.42583732057416
Census tract,Tract 2312,17031231200,5983,71.0,13.0,250.0,6.0,100.0,335.0,1.0,191.0,59.0,8.0,77.0,344.0,144.0,96.72,46.63656884875847,2078.0,37.0,14.17,12.0,4.3,0.9599999999999999,5.726660250240616,40.904716073147256,30.863192182410423,73.2084690553746,109.16949080878152,43.1,9.376362843436546,87.36,9.243799180327867,21.2,34.07,67.70933589990375
Census tract,Tract 2315,17031231500,5655,95.0,19.0,227.0,6.0,151.0,475.0,5.0,277.0,92.0,5.0,102.0,336.0,198.0,98.62,51.11821086261981,2220.0,49.0,14.56,26.0,4.81,2.23,2.927927927927928,36.62162162162162,44.84719260838664,58.91968727789624,99.65060695005128,31.6,13.986826811313444,95.95,9.263362022,27.0,42.14,93.82882882882882
Census tract,Tract 2402,17031240200,1556,1.0,2.0,0.0,0.0,33.0,56.0,0.0,48.0,7.0,0.0,13.0,12.0,8.0,34.62,39.96366939146231,811.0,78.0,16.67,1.0,0.25,0.25,3.3292231812577064,63.25524044389642,15.436241610738255,37.24832214765101,2580.461743,28.1,0.0,34.26,9.096267486,8.9,0.0,86.55980271270037
Census tract,Tract 2403,17031240300,1362,1.0,10.0,1.0,0.0,21.0,49.0,0.0,40.0,8.0,0.0,9.0,17.0,9.0,1.63,31.971153846153843,607.0,78.0,17.83,,,,0.0,57.990115321252055,19.215686274509807,21.96078431372549,236.2247363,31.8,14.144271570014144,4.93,9.102043443,7.5,0.0,97.69357495881384
Census tract,Tract 2405,17031240500,2610,6.0,11.0,1.0,0.0,80.0,141.0,0.0,117.0,16.0,2.0,26.0,21.0,24.0,0.8200000000000001,26.450000000000003,1322.0,78.0,17.33,2.0,0.75,0.5,0.453857791225416,57.79122541603631,2.6881720430107525,11.469534050179211,385.9467345,30.6,0.0,0.0,9.126556557,6.6000000000000005,0.0,100.0
Census tract,Tract 2406,17031240600,1489,3.0,5.0,2.0,0.0,35.0,70.0,0.0,58.0,9.0,0.0,18.0,29.0,12.0,21.74,39.00375939849624,713.0,71.0,15.330000000000002,0.0,0.35000000000000003,0.0,1.5427769985974753,54.55820476858345,25.30864197530864,41.358024691358025,398.5334489,36.5,0.0,18.46,9.134688251,11.8,0.0,97.19495091164096
Census tract,Tract 2407,17031240700,1499,4.0,5.0,1.0,0.0,34.0,65.0,0.0,52.0,9.0,0.0,13.0,27.0,13.0,40.98,49.72118959107807,717.0,53.0,13.67,1.0,0.97,0.24,1.9525801952580195,34.03068340306834,26.215644820295985,40.59196617336152,188.2137615,28.4,0.0,22.5,9.137306011,11.3,0.0,83.54253835425384
Census tract,Tract 2408,17031240800,1687,3.0,4.0,0.0,0.0,20.0,46.0,0.0,34.0,7.0,2.0,10.0,21.729171068,12.0,27.39,48.129423660262894,654.0,37.0,14.92,1.974897742,1.69,0.56,0.0,56.727828746177366,31.448763250883395,51.590106007067135,159.30397148778897,32.6,9.29264909847434,21.74,9.147081421,9.9,0.0,93.11926605504588
